MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	check_Source
3300025678_29	93.24	1.55	39	19	1	1	1	Gradient Boost (General Model)	11	0.921	126986	331.72067039106145	2317798	0.49	2148	39	362608		other_6_5941
3300025682_42	90.72	1.45	37	19	0	0	0	Gradient Boost (General Model)	11	0.895	7433	313.21292970754234	2042084	0.29	1949	306	36630		other_6_5941
3300025682_45	90.13	4.28	35	20	0	0	2	Gradient Boost (General Model)	11	0.924	52654	342.3931109896118	2029608	0.4	1829	85	198558		other_6_5941
3300025689_29	99.46	3.85	44	19	0	0	1	Neural Network (Specific Model)	11	0.911	31273	324.76324110671936	2697568	0.49	2530	153	128091		other_6_5941
3300025708_29	93.14	4.79	34	18	1	1	0	Gradient Boost (General Model)	11	0.87	19292	337.1453138435082	2700938	0.45	2326	201	58419		other_6_5941
3300025714_25	93.11	1.59	40	19	1	1	0	Gradient Boost (General Model)	11	0.874	30612	349.36321721311475	2337827	0.4	1952	112	112896		other_6_5941
3300025720_18	92.31	1.21	40	19	0	0	1	Gradient Boost (General Model)	11	0.912	78029	379.67026327147175	2888745	0.49	2317	58	286362		other_6_5941
3300025720_21	99.08	0.76	44	20	1	1	1	Neural Network (Specific Model)	11	0.909	55186	364.6418362927674	2772404	0.53	2309	81	194630		other_6_5941
3300025724_51	95.97	0.02	48	20	1	2	1	Gradient Boost (General Model)	11	0.944	38645	356.2208359326263	1807995	0.45	1603	86	99463		other_6_5941
3300025730_17	92.1	1.64	40	17	1	1	1	Gradient Boost (General Model)	11	0.89	59297	360.2162673392182	3848911	0.55	3172	81	252083		other_6_5941
3300025730_35	99.21	2.3	47	20	1	1	1	Gradient Boost (General Model)	11	0.914	88296	314.5207341944256	3028571	0.6	2942	90	204883		other_6_5941
3300025762_22	94.67	3.13	42	19	0	0	1	Gradient Boost (General Model)	11	0.861	37421	352.52679382379654	2697645	0.52	2202	117	148679		other_6_5941
3300025772_32	94.99	0.02	39	20	2	1	1	Neural Network (Specific Model)	11	0.924	103917	306.43767976989454	2071576	0.48	2086	39	200172		other_6_5941
3300025784_27	99.89	0.24	42	20	0	0	0	Neural Network (Specific Model)	11	0.919	204122	321.391764261428	2770640	0.66	2647	22	331694		other_6_5941
3300025847_35	92.11	4.95	48	18	1	0	0	Gradient Boost (General Model)	11	0.885	10075	276.4878240377062	2381936	0.44	2546	283	50634		other_6_5941
3300025859_37	91.18	4.07	43	19	0	0	0	Gradient Boost (General Model)	11	0.911	17115	321.9193473193473	2266966	0.46	2145	191	52078		other_6_5941
3300025859_52	92.4	0.64	37	18	1	1	1	Gradient Boost (General Model)	11	0.951	35181	317.0115141047784	1731778	0.55	1737	80	93748		other_6_5941
3300025861_8	94.03	1.85	48	20	1	1	1	Gradient Boost (General Model)	11	0.873	23089	352.8004593008421	4746954	0.66	3919	308	119287		other_6_5941
3300025882_29	95.73	1.31	41	19	1	0	0	Gradient Boost (General Model)	11	0.871	46870	351.9196298100341	2485824	0.4	2053	85	199322		other_6_5941
3300026282_18	100.0	0.08	43	20	1	1	1	Neural Network (Specific Model)	11	0.922	822720	308.296875	2627818	0.66	2624	6	1029939		other_6_5941
3300026283_13	99.65	0.11	40	20	1	1	1	Neural Network (Specific Model)	11	0.9	217984	334.3045340949661	3117334	0.39	2801	50	423734		other_6_5941
3300026284_6	99.58	0.36	47	19	1	0	1	Neural Network (Specific Model)	11	0.896	237524	344.49136222033417	4066895	0.71	3531	28	388358		other_6_5941
3300026284_8	99.99	0.27	34	20	0	0	1	Neural Network (Specific Model)	11	0.917	336532	330.7898654451761	3775876	0.41	3493	24	689629		other_6_5941
3300026302_24	99.99	0.16	34	20	0	0	2	Neural Network (Specific Model)	11	0.888	352938	319.48930157448524	2669839	0.37	2477	12	592013		other_6_5941
3300026302_9	100.0	0.17	44	20	0	1	1	Gradient Boost (General Model)	11	0.908	316606	310.5280167890871	4879330	0.68	4765	27	684583		other_6_5941
3300026516_34	95.89	0.36	51	20	1	1	1	Gradient Boost (General Model)	11	0.931	501618	384.3481885219622	3857631	0.63	3119	11	744384		other_6_5941
3300026516_40	99.9	0.0	47	20	0	0	0	Gradient Boost (General Model)	11	0.912	248201	324.15480649188515	3410305	0.67	3204	24	835874		other_6_5941
3300026516_47	92.08	2.33	40	18	1	1	1	Gradient Boost (General Model)	11	0.937	208937	366.80442035029193	2809255	0.51	2398	43	376355		other_6_5941
3300027373_17	99.85	2.84	36	19	0	0	0	Neural Network (Specific Model)	11	0.945	25768	301.92732016399555	2565281	0.38	2683	146	64563		other_6_5941
3300027373_5	96.58	0.38	40	19	1	0	1	Gradient Boost (General Model)	11	0.904	51385	353.03246955978767	3747790	0.31	3203	135	176941		other_6_5941
3300027419_35	100.0	0.15	50	19	1	1	1	Gradient Boost (General Model)	11	0.906	114699	318.652	1054064	0.41	1000	14	207958		other_6_5941
3300027786_42	92.5	2.47	38	20	1	0	0	Gradient Boost (General Model)	4	0.903	18710	305.72922776148584	1037493	0.36	1023	75	66881		other_6_5941
3300028567_40	93.12	0.35	46	18	1	1	1	Neural Network (Specific Model)	11	0.878	50272	274.396511627907	2411199	0.67	2580	95	114606		other_6_5941
3300028568_65	92.42	0.0	37	19	0	0	0	Neural Network (Specific Model)	11	0.866	37803	271.73643410852713	1577232	0.38	1677	69	93751		other_6_5941
3300028582_10	100.0	0.19	72	18	0	0	3	Neural Network (Specific Model)	11	0.894	63173	310.4774410774411	4635251	0.53	4455	129	180463		other_6_5941
3300028624_23	98.63	1.45	39	20	0	1	1	Neural Network (Specific Model)	11	0.95	62346	363.35904399782726	2105822	0.49	1841	62	264463		other_6_5941
3300028625_11	99.98	1.05	47	19	0	0	0	Gradient Boost (General Model)	11	0.92	68646	364.2144452717796	3183678	0.6	2686	86	152565		other_6_5941
3300028626_17	96.61	0.42	39	20	1	1	1	Gradient Boost (General Model)	11	0.95	44313	358.31377974543443	2036864	0.49	1807	75	246227		other_6_5941
3300028629_16	93.08	2.34	45	20	0	0	0	Gradient Boost (General Model)	11	0.933	24761	377.4780199482822	3280387	0.49	2707	188	162380		other_6_5941
3300028635_29	98.17	1.58	38	17	0	1	1	Gradient Boost (General Model)	11	0.867	24088	320.7127882599581	1057120	0.37	954	67	67506		other_6_5941
3300028638_13	91.8	0.23	42	18	1	1	0	Gradient Boost (General Model)	11	0.867	26033	359.88	3546580	0.64	2850	200	83679		other_6_5941
3300028638_21	99.64	1.52	45	20	1	1	1	Gradient Boost (General Model)	11	0.875	65895	296.46300914380714	2442369	0.59	2406	69	159290		other_6_5941
3300028641_7	90.75	1.37	49	20	1	1	1	Gradient Boost (General Model)	11	0.914	200569	424.8236593059937	4416140	0.69	3170	44	621053		other_6_5941
3300028644_13	95.54	1.09	47	20	1	1	1	Gradient Boost (General Model)	11	0.884	29328	321.09168443496804	3571265	0.57	3283	194	121305		other_6_5941
3300028644_26	95.16	1.31	38	19	0	0	0	Gradient Boost (General Model)	11	0.875	51633	356.8672659968271	2311230	0.4	1891	83	199222		other_6_5941
3300029446_16	100.0	2.46	43	19	1	1	0	Gradient Boost (General Model)	11	0.871	62674	350.7452784503632	2491924	0.4	2065	69	238549		other_6_5941
3300029446_40	98.96	0.05	36	17	1	1	1	Gradient Boost (General Model)	11	0.905	71233	290.1937172774869	549999	0.33	573	15	111903		other_6_5941
3300029942_14	95.4	4.42	46	20	0	1	1	Gradient Boost (General Model)	11	0.908	24633	326.9403732362312	2367705	0.46	2197	171	114383		other_6_5941
3300000205_11	95.91	2.52	45	20	0	1	1	Gradient Boost (General Model)	11	0.918	16711	330.7234935163997	2825851	0.7	2622	215	69463		other_6_5941
3300001594_55	96.84	4.05	45	20	1	1	1	Neural Network (Specific Model)	11	0.902	135577	269.6229819563153	940955	0.53	1053	19	190313		other_6_5941
3300005326_35	100.0	0.09	47	20	1	1	1	Gradient Boost (General Model)	11	0.927	2681388	350.5722738799662	2681388	0.5	2366	1	2681388		other_6_5941
3300005673_3	90.66	0.63	38	19	0	0	0	Gradient Boost (General Model)	11	0.95	380111	345.59228123805883	2846134	0.48	2617	12	728905		other_6_5941
3300005673_5	99.26	0.08	50	20	1	1	0	Gradient Boost (General Model)	11	0.937	1202743	316.75357443229603	1202743	0.45	1189	1	1202743		other_6_5941
3300009704_48	96.25	0.05	48	18	1	0	1	Neural Network (Specific Model)	11	0.867	68290	274.67670364500793	1792135	0.56	1893	52	116686		other_6_5941
3300009767_104	92.28	0.67	24	15	1	1	0	Gradient Boost (General Model)	11	0.863	12228	286.72906403940885	604900	0.44	609	62	29276		other_6_5941
3300009767_78	93.84	0.06	45	19	1	0	1	Gradient Boost (General Model)	11	0.912	21415	314.1844300278035	1112786	0.36	1079	78	95237		other_6_5941
3300009769_12	96.79	0.42	43	18	1	2	1	Gradient Boost (General Model)	11	0.935	138660	413.1618764453254	4004869	0.7	3027	46	352779		other_6_5941
3300009769_29	90.25	1.86	28	18	1	0	0	Gradient Boost (General Model)	11	0.878	8784	279.76734539969834	2528346	0.44	2652	354	35044		other_6_5941
3300009769_52	92.24	0.56	44	19	0	0	1	Neural Network (Specific Model)	11	0.905	61701	343.2281993204983	2006020	0.56	1766	41	233630		other_6_5941
3300009769_6	97.53	1.31	45	20	1	1	1	Gradient Boost (General Model)	11	0.886	36663	381.18468085106383	4541667	0.64	3525	192	89767		other_6_5941
3300009772_26	95.74	0.02	48	20	1	1	1	Gradient Boost (General Model)	11	0.917	223502	370.3216542217117	2104452	0.45	1741	22	303419		other_6_5941
3300011165_2	94.87	0.17	51	18	1	1	1	Neural Network (Specific Model)	11	0.898	219898	320.11000249438763	4280743	0.63	4009	51	556316		other_6_5941
3300011201_2	100.0	0.2	82	19	1	0	4	Neural Network (Specific Model)	11	0.884	164267	309.8365422396857	5339520	0.57	5090	57	355342		other_6_5941
3300011359_2	100.0	0.01	56	20	1	1	1	Neural Network (Specific Model)	11	0.888	166493	335.1578627808136	3726022	0.69	3294	45	323217		other_6_5941
3300011473_2	91.91	0.12	65	19	0	0	1	Neural Network (Specific Model)	11	0.899	213527	325.4833759590793	4240888	0.56	3910	35	439055		other_6_5941
3300011507_3	94.29	0.06	50	18	0	0	1	Neural Network (Specific Model)	11	0.898	153146	319.4184006016545	4253375	0.64	3989	39	967870		other_6_5941
3300011513_4	99.31	0.25	51	20	1	1	1	Neural Network (Specific Model)	11	0.905	108891	328.14037526059764	3125616	0.36	2878	33	292896		other_6_5941
3300011514_1	100.0	0.51	54	19	1	1	1	Neural Network (Specific Model)	11	0.889	248038	319.12938958284235	4565131	0.61	4243	36	570455		other_6_5941
3300011519_1	99.16	0.08	55	18	1	1	0	Neural Network (Specific Model)	11	0.9	458433	322.74918566775244	4619045	0.64	4298	19	916152		other_6_5941
3300011526_3	100.0	0.25	49	20	1	1	1	Neural Network (Specific Model)	11	0.904	505858	324.3281548105751	3942605	0.68	3669	23	1053985		other_6_5941
3300011538_1	99.63	0.14	72	19	0	0	3	Neural Network (Specific Model)	11	0.878	218917	315.8062734702894	4876997	0.6	4527	38	605116		other_6_5941
3300011548_1	99.98	0.0	58	19	0	0	1	Neural Network (Specific Model)	11	0.892	129561	313.24504249291783	4454585	0.56	4236	52	272637		other_6_5941
3300011549_3	99.81	1.41	53	20	1	1	1	Neural Network (Specific Model)	11	0.891	33137	286.78434197886645	2006854	0.38	2082	96	88102		other_6_5941
3300011554_1	100.0	1.68	79	20	1	1	5	Neural Network (Specific Model)	11	0.873	180566	319.94928084784254	4350980	0.53	3963	34	640657		other_6_5941
3300011581_4	99.38	0.7	60	19	0	0	1	Neural Network (Specific Model)	11	0.898	51435	337.2009966777409	4061912	0.67	3612	123	201509		other_6_5941
3300011582_2	95.55	2.47	46	18	1	1	1	Neural Network (Specific Model)	11	0.915	14960	299.28697421981	2887862	0.71	2948	262	58034		other_6_5941
3300011597_3	100.0	0.01	58	18	0	0	1	Neural Network (Specific Model)	11	0.868	83667	310.81883024251067	3008700	0.42	2804	59	256429		other_6_5941
3300011615_2	92.3	1.78	45	19	1	1	1	Neural Network (Specific Model)	11	0.829	39837	287.05751339159855	3673788	0.38	3547	147	102660		other_6_5941
3300011622_3	98.26	1.76	63	17	0	0	3	Neural Network (Specific Model)	11	0.883	547292	322.15216812982175	4109767	0.58	3759	14	685568		other_6_5941
3300011637_3	99.82	2.83	54	18	1	1	0	Neural Network (Specific Model)	11	0.896	126716	312.2478632478632	4396945	0.64	4212	63	225577		other_6_5941
3300011641_1	99.97	0.76	66	19	1	1	1	Neural Network (Specific Model)	11	0.882	220344	330.3899534883721	6033724	0.4	5375	46	544042		other_6_5941
3300011646_1	99.81	0.17	61	20	1	1	3	Neural Network (Specific Model)	11	0.879	134743	313.6119601328904	3217557	0.4	3010	35	330059		other_6_5941
3300011700_1	99.83	0.09	71	19	1	0	3	Neural Network (Specific Model)	11	0.884	153509	317.30670995670994	4968476	0.58	4620	51	444121		other_6_5941
3300011715_2	99.2	0.56	41	20	1	1	0	Neural Network (Specific Model)	11	0.868	30031	321.8502280790674	4383399	0.4	3946	232	133354		other_6_5941
3300011743_3	90.28	0.51	46	16	0	0	2	Neural Network (Specific Model)	11	0.892	20576	310.51973194341025	4204004	0.67	4029	301	55561		other_6_5941
3300011743_4	92.53	1.02	29	17	0	0	2	Neural Network (Specific Model)	11	0.873	27527	280.59935553168634	1791803	0.4	1862	100	138226		other_6_5941
3300011749_2	99.68	1.53	46	18	0	0	1	Neural Network (Specific Model)	11	0.888	101253	319.3206438426163	4216076	0.63	3914	71	263416		other_6_5941
3300011753_1	99.96	0.07	79	20	1	1	5	Neural Network (Specific Model)	11	0.9	246134	324.6599858523933	4579347	0.56	4241	24	795682		other_6_5941
3300011755_2	99.99	0.3	44	20	1	1	3	Neural Network (Specific Model)	11	0.885	447420	326.57419712070873	3995673	0.36	3612	16	740461		other_6_5941
3300011762_4	93.66	0.14	47	18	0	1	1	Neural Network (Specific Model)	11	0.898	54771	313.8771065595022	4040452	0.64	3857	127	161263		other_6_5941
3300011768_1	99.98	1.72	69	19	0	0	1	Neural Network (Specific Model)	11	0.887	399804	343.84134698837005	6693986	0.4	5761	24	1842240		other_6_5941
3300011770_3	92.4	3.64	36	15	0	0	0	Neural Network (Specific Model)	11	0.879	53944	317.8155640171347	4551221	0.37	4202	132	276652		other_6_5941
3300011778_5	99.99	0.19	59	20	1	1	1	Neural Network (Specific Model)	11	0.86	134471	302.3208072372999	3027379	0.43	2874	37	277118		other_6_5941
3300011792_1	99.82	1.16	52	18	1	1	1	Neural Network (Specific Model)	11	0.898	184284	321.1346108903949	4584425	0.64	4279	61	418091		other_6_5941
3300011792_2	96.14	0.4	49	20	2	1	1	Neural Network (Specific Model)	11	0.867	38560	278.6018907563025	4576977	0.56	4760	224	115375		other_6_5941
3300011812_5	99.97	0.27	42	19	0	0	2	Neural Network (Specific Model)	11	0.886	47465	299.47379032258067	3011802	0.32	2976	105	129836		other_6_5941
3300011829_4	91.12	0.78	55	19	1	1	3	Neural Network (Specific Model)	11	0.874	39042	298.87714097496706	3111674	0.4	3036	169	128325		other_6_5941
3300011839_1	94.75	1.85	62	19	1	1	2	Neural Network (Specific Model)	11	0.879	23115	321.0022231204527	5409133	0.4	4948	340	78115		other_6_5941
3300011847_1	91.86	4.98	54	19	1	0	1	Neural Network (Specific Model)	11	0.908	17975	311.22490553638903	6252054	0.67	6087	480	101368		other_6_5941
3300011890_1	99.98	0.84	51	20	0	0	1	Neural Network (Specific Model)	11	0.892	27202	300.2885304659498	3939025	0.64	3906	246	113040		other_6_5941
3300011890_2	99.98	0.43	37	18	1	1	1	Neural Network (Specific Model)	11	0.879	169861	311.93796758104736	3409403	0.43	3208	28	718702		other_6_5941
3300011896_3	94.88	0.68	42	17	1	0	0	Neural Network (Specific Model)	11	0.891	13985	293.3474825016934	4364789	0.61	4429	397	61391		other_6_5941
3300011904_4	99.99	0.05	64	19	1	0	1	Neural Network (Specific Model)	11	0.887	427287	320.7710631895687	4316703	0.54	3988	22	735695		other_6_5941
3300011904_5	99.99	4.87	45	20	0	1	2	Neural Network (Specific Model)	11	0.827	97651	288.5719566288812	4242771	0.3	4058	113	314586		other_6_5941
3300011931_3	99.98	0.05	33	19	1	1	3	Neural Network (Specific Model)	11	0.896	177371	290.4327044025157	2314653	0.34	2385	18	416412		other_6_5941
3300011943_7	99.85	0.02	47	20	1	1	1	Neural Network (Specific Model)	11	0.905	255206	335.5915562101129	2260756	0.6	2037	13	674809		other_6_5941
3300011950_5	99.99	0.57	55	19	0	0	2	Neural Network (Specific Model)	11	0.895	174098	316.0336029869322	3398765	0.32	3214	36	462011		other_6_5941
3300011951_3	98.59	0.43	46	18	1	1	1	Neural Network (Specific Model)	11	0.886	217125	304.8329831932773	4906400	0.56	4760	45	631371		other_6_5941
3300011957_3	98.83	0.41	57	19	0	0	1	Neural Network (Specific Model)	11	0.881	169974	332.9754459601259	5394100	0.4	4765	57	541905		other_6_5941
3300012233_2	100.0	0.09	51	18	1	1	1	Neural Network (Specific Model)	11	0.879	146706	309.6171896316508	3870481	0.39	3665	43	237965		other_6_5941
3300012275_7	100.0	0.0	40	20	1	1	1	Neural Network (Specific Model)	11	0.87	123053	287.4225941422594	1890951	0.4	1912	29	438660		other_6_5941
3300013341_1	100.0	4.39	81	19	1	0	4	Neural Network (Specific Model)	11	0.891	174001	316.9016590526569	4432139	0.57	4159	56	389989		other_6_5941
3300013718_1	100.0	4.18	64	20	1	1	2	Neural Network (Specific Model)	11	0.887	48003	311.05668192718554	4817588	0.63	4587	193	193290		other_6_5941
3300014059_5	98.86	0.32	32	19	1	0	0	Neural Network (Specific Model)	11	0.899	57865	319.95874471086034	3024225	0.37	2836	80	225303		other_6_5941
3300014087_3	99.97	0.0	46	20	1	1	2	Neural Network (Specific Model)	11	0.906	249953	338.2571143285072	2239757	0.6	2003	14	627155		other_6_5941
3300014205_43	93.8	0.15	41	18	1	1	1	Neural Network (Specific Model)	11	0.922	333046	313.7962506166749	2064913	0.5	2027	10	549488		other_6_5941
3300014205_67	92.84	0.24	41	20	1	2	1	Neural Network (Specific Model)	11	0.905	11630	267.347425057648	1149989	0.47	1301	134	37095		other_6_5941
3300014518_4	100.0	1.44	57	19	0	0	1	Neural Network (Specific Model)	11	0.874	109128	298.03293058516937	4312245	0.39	4221	113	254546		other_6_5941
3300014582_1	99.94	0.11	57	20	0	0	6	Neural Network (Specific Model)	11	0.845	437594	284.0740598618573	2625284	0.33	2606	17	746149		other_6_5941
3300014649_2	100.0	0.03	77	19	2	2	7	Neural Network (Specific Model)	11	0.898	818844	315.8654604500116	4542334	0.54	4311	24	1544450		other_6_5941
3300014707_3	100.0	1.75	39	20	0	0	2	Neural Network (Specific Model)	11	0.903	37457	307.2178956089478	2459148	0.45	2414	91	125612		other_6_5941
3300014773_5	99.56	0.01	49	20	1	1	1	Gradient Boost (General Model)	11	0.926	941966	296.39877924720247	941966	0.42	983	1	941966		other_6_5941
3300014832_7	99.94	0.56	43	20	1	1	1	Gradient Boost (General Model)	11	0.885	241869	329.8853445681613	3711511	0.4	3323	26	487433		other_6_5941
3300014844_2	99.12	0.3	47	19	0	0	0	Neural Network (Specific Model)	11	0.902	26614	291.6468369123622	3336348	0.67	3446	180	74840		other_6_5941
3300014894_1	94.93	1.66	44	20	0	0	3	Neural Network (Specific Model)	11	0.878	21870	300.70415858651154	4762454	0.58	4641	318	52651		other_6_5941
3300015214_32	99.1	3.38	47	19	0	0	0	Gradient Boost (General Model)	11	0.892	25128	283.9114184814597	3233161	0.52	3398	207	100743		other_6_5941
3300015214_50	99.02	3.15	43	19	0	0	0	Gradient Boost (General Model)	11	0.912	21440	308.7023237179488	2527892	0.66	2496	182	86063		other_6_5941
3300017816_15	94.72	0.29	33	20	0	0	0	Gradient Boost (General Model)	11	0.914	27543	339.2521334367727	2867789	0.42	2578	160	142064		other_6_5941
3300023194_7	99.95	0.0	52	20	1	0	2	Neural Network (Specific Model)	11	0.901	176702	336.05033353547606	3688051	0.42	3298	28	579151		other_6_5941
3300025393_8	99.86	0.3	46	20	1	1	1	Neural Network (Specific Model)	11	0.922	195311	383.0727206946455	3439051	0.39	2764	30	946009		other_6_5941
3300025587_23	95.27	0.01	44	20	0	0	0	Gradient Boost (General Model)	11	0.875	319596	319.14328537170263	1821114	0.53	1668	13	598807		other_6_5941
3300025589_13	98.28	0.44	42	20	0	0	2	Gradient Boost (General Model)	11	0.923	72532	377.3539419087137	2950499	0.32	2410	70	270619		other_6_5941
3300025589_14	95.92	0.28	39	19	1	0	1	Gradient Boost (General Model)	11	0.918	21431	345.68344475029494	2867148	0.4	2543	218	65321		other_6_5941
3300025589_29	94.64	2.66	46	20	1	1	1	Gradient Boost (General Model)	11	0.887	18827	309.7545084351367	1797752	0.45	1719	128	78658		other_6_5941
3300025609_3	91.92	1.12	51	20	1	0	0	Gradient Boost (General Model)	11	0.845	65607	353.94805194805195	5215248	0.63	4158	126	232869		other_6_5941
3300025613_26	94.71	0.74	42	17	0	0	0	Neural Network (Specific Model)	11	0.867	18573	284.2873180873181	2359112	0.54	2405	163	46690		other_6_5941
3300025629_14	92.65	2.29	42	19	1	1	1	Neural Network (Specific Model)	11	0.908	40517	324.20399836801306	2616161	0.48	2451	119	141008		other_6_5941
3300025631_19	98.92	0.62	41	20	0	0	3	Gradient Boost (General Model)	11	0.879	46483	300.1367871785315	2742891	0.4	2683	87	98098		other_6_5941
3300025677_36	92.18	0.03	36	18	1	1	1	Gradient Boost (General Model)	11	0.907	22849	343.0839363241679	2349141	0.61	2073	154	82234		other_6_5941
3300025677_9	91.17	0.09	44	20	1	1	0	Gradient Boost (General Model)	11	0.871	50379	365.104849726776	3677488	0.64	2928	114	196025		other_6_5941
3300025678_57	93.64	4.69	42	17	1	0	0	Gradient Boost (General Model)	11	0.84	12207	209.5656909462219	1095244	0.25	1469	127	67447		other_6_5941
3300025683_27	92.88	3.23	31	15	1	0	0	Gradient Boost (General Model)	11	0.879	21940	310.25012212994625	2162265	0.56	2047	137	74916		other_6_5941
3300025686_18	100.0	0.75	47	20	1	0	1	Gradient Boost (General Model)	11	0.885	37193	322.90118430792006	2950589	0.59	2702	143	103482		other_6_5941
3300025686_7	99.32	0.06	48	20	1	1	1	Gradient Boost (General Model)	11	0.922	96202	367.5018348623853	3903099	0.71	3270	78	354711		other_6_5941
3300025689_23	91.81	1.31	40	18	1	1	1	Gradient Boost (General Model)	11	0.923	22556	383.2798283261803	2897205	0.5	2330	187	78562		other_6_5941
3300025689_63	92.96	0.83	48	20	1	0	0	Neural Network (Specific Model)	11	0.931	126319	323.0984787830264	1296747	0.68	1249	20	351376		other_6_5941
3300025691_29	99.34	4.12	40	17	0	0	1	Neural Network (Specific Model)	11	0.931	45911	307.38613406795224	2150860	0.6	2178	118	219972		other_6_5941
3300025702_17	94.51	1.11	45	17	0	0	1	Neural Network (Specific Model)	11	0.861	30001	292.37647957235583	2663289	0.57	2619	119	85824		other_6_5941
3300025713_61	90.86	0.16	45	19	1	1	1	Gradient Boost (General Model)	11	0.904	66674	278.17659137577004	1345884	0.34	1461	41	148370		other_6_5941
3300025715_13	94.76	0.13	41	20	1	1	1	Gradient Boost (General Model)	11	0.923	212055	409.813476901702	3827284	0.49	2879	29	597899		other_6_5941
3300025715_3	94.1	3.06	44	18	1	1	1	Gradient Boost (General Model)	11	0.88	110904	386.8598784754189	7148516	0.64	5431	158	426615		other_6_5941
3300025724_83	95.53	0.37	44	17	2	1	0	Gradient Boost (General Model)	11	0.877	11566	278.47005988023955	635048	0.44	668	63	35685		other_6_5941
3300025737_106	92.33	3.75	48	20	1	0	0	Gradient Boost (General Model)	11	0.931	18295	307.81277213352683	681713	0.39	689	56	82004		other_6_5941
3300025748_66	99.16	0.27	36	18	0	1	1	Gradient Boost (General Model)	11	0.901	49407	319.44262295081967	907436	0.29	854	28	114689		other_6_5941
3300025784_47	96.78	2.51	44	19	1	1	1	Gradient Boost (General Model)	11	0.923	105149	277.0290909090909	1729167	0.35	1925	43	341348		other_6_5941
3300025859_17	95.72	0.21	46	20	2	1	1	Gradient Boost (General Model)	11	0.901	67718	364.5874961691695	3955789	0.62	3263	101	261572		other_6_5941
3300025861_25	97.39	3.31	37	20	1	1	1	Gradient Boost (General Model)	11	0.925	18860	349.2892696858425	2773281	0.39	2451	204	73459		other_6_5941
3300025882_10	95.84	0.67	47	20	0	1	1	Gradient Boost (General Model)	11	0.889	309902	381.1314648945392	4442649	0.52	3461	31	443394		other_6_5941
3300026282_12	94.3	0.01	47	20	1	1	1	Gradient Boost (General Model)	11	0.918	33131	349.48619139370584	3552170	0.74	3114	147	113683		other_6_5941
3300026282_9	100.0	0.54	42	20	0	0	1	Gradient Boost (General Model)	11	0.85	13863	295.297520661157	3776685	0.31	3630	390	77259		other_6_5941
3300026284_15	99.16	0.01	38	20	0	0	1	Neural Network (Specific Model)	11	0.925	178700	339.7738145195132	2621586	0.34	2383	22	759501		other_6_5941
3300026287_10	100.0	0.0	36	19	2	2	2	Gradient Boost (General Model)	11	0.906	431849	357.97937853107345	4189527	0.46	3540	16	1115762		other_6_5941
3300026288_19	99.99	3.75	47	20	1	1	1	Gradient Boost (General Model)	11	0.902	37426	329.8563535911602	3173599	0.67	2896	134	106041		other_6_5941
3300026288_23	99.98	0.32	36	20	1	1	2	Neural Network (Specific Model)	11	0.887	104072	318.0518053375196	2737467	0.37	2548	36	224830		other_6_5941
3300026516_29	99.38	0.34	39	20	0	0	2	Gradient Boost (General Model)	11	0.936	479904	351.7998880492583	4022151	0.43	3573	10	1137187		other_6_5941
3300026516_45	93.98	1.92	28	14	1	1	0	Gradient Boost (General Model)	11	0.928	14238	346.75876366377685	2969361	0.37	2653	286	60050		other_6_5941
3300027373_23	95.72	1.05	26	13	0	0	2	Neural Network (Specific Model)	11	0.932	58534	304.2124542124542	2132697	0.36	2184	59	224538		other_6_5941
3300027419_53	94.53	1.82	48	20	1	2	1	Gradient Boost (General Model)	11	0.915	134455	270.8613728129206	658561	0.39	743	8	199800		other_6_5941
3300027419_6	99.98	1.47	47	20	0	0	2	Neural Network (Specific Model)	11	0.881	101834	324.5556938394524	3545286	0.49	3214	57	207830		other_6_5941
3300027673_8	100.0	0.1	41	20	1	1	3	Neural Network (Specific Model)	11	0.897	242911	338.48794193397333	4826902	0.43	4271	37	653429		other_6_5941
3300027958_28	90.5	0.11	41	18	0	0	0	Neural Network (Specific Model)	11	0.886	65611	290.1470985155196	2180897	0.59	2223	65	309348		other_6_5941
3300028028_41	100.0	0.05	43	20	2	1	0	Gradient Boost (General Model)	11	0.926	28579	317.0111731843575	1100805	0.41	1074	47	105013		other_6_5941
3300028561_85	98.4	1.19	40	19	2	1	0	Gradient Boost (General Model)	11	0.867	16083	279.6944881889764	613475	0.44	635	51	56937		other_6_5941
3300028564_32	96.64	1.46	42	17	0	0	0	Neural Network (Specific Model)	11	0.865	35286	290.46415698838604	2510329	0.54	2497	123	101273		other_6_5941
3300028582_30	99.98	0.28	45	20	0	0	0	Neural Network (Specific Model)	11	0.873	125768	321.9773733398918	2245395	0.45	2033	22	525077		other_6_5941
3300028593_48	95.47	1.0	45	20	0	0	2	Gradient Boost (General Model)	11	0.907	331319	351.7475477542592	2250944	0.46	1937	15	571653		other_6_5941
3300028593_97	95.17	0.0	45	20	1	1	1	Gradient Boost (General Model)	11	0.898	67835	294.9503184713376	771755	0.41	785	19	109340		other_6_5941
3300028603_117	98.19	0.16	46	20	1	2	0	Gradient Boost (General Model)	11	0.916	105178	307.8502732240437	920089	0.46	915	9	294105		other_6_5941
