Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source
3300025600_41	73.4	0.27	Gradient Boost (General Model)	11	0.844	7123	238.34996041171814	1067805	0.49	1263	164	31697	None	Terrestrial_3411
3300025619_13	72.54	0.4	Gradient Boost (General Model)	11	0.898	7363	287.92091049382714	2491402	0.64	2592	370	27112	None	Terrestrial_3411
3300025634_6	93.0	0.02	Gradient Boost (General Model)	11	0.861	13873	308.3620152844608	3792438	0.36	3533	355	58756	None	Terrestrial_3411
3300025650_11	73.38	1.09	Gradient Boost (General Model)	11	0.875	18422	290.78678783642084	2846700	0.69	2861	214	70896	None	Terrestrial_3411
3300025664_8	93.1	1.39	Gradient Boost (General Model)	11	0.862	37642	315.6536111111111	3945900	0.59	3600	171	276309	None	Terrestrial_3411
3300025679_16	85.7	1.3	Gradient Boost (General Model)	11	0.875	10992	310.2237950792046	3148227	0.6	2967	361	38784	None	Terrestrial_3411
3300025679_28	60.95	0.08	Gradient Boost (General Model)	11	0.928	6940	272.75069637883007	1261178	0.58	1436	192	23311	None	Terrestrial_3411
3300025725_14	95.85	1.51	Gradient Boost (General Model)	11	0.877	11863	301.3543012580755	3023937	0.63	2941	318	42595	None	Terrestrial_3411
3300025739_15	77.53	0.33	Gradient Boost (General Model)	11	0.925	16046	358.81800197823935	2350461	0.39	2022	196	46656	None	Terrestrial_3411
3300025739_22	70.31	0.07	Neural Network (Specific Model)	11	0.865	9072	264.8411507191995	1466221	0.52	1599	183	31019	None	Terrestrial_3411
3300025750_14	95.46	0.99	Gradient Boost (General Model)	11	0.919	23211	314.7492566897919	2068285	0.5	2018	129	68165	None	Terrestrial_3411
3300025750_17	70.61	0.14	Neural Network (Specific Model)	11	0.85	5736	247.7679528403001	1627485	0.51	1866	289	17953	None	Terrestrial_3411
3300025764_22	80.26	0.24	Gradient Boost (General Model)	11	0.919	17820	304.7007733491969	1667701	0.49	1681	129	65427	None	Terrestrial_3411
3300025793_6	81.58	1.34	Gradient Boost (General Model)	11	0.926	7362	310.3641304347826	2032493	0.53	2024	306	21756	None	Terrestrial_3411
3300025799_8	86.51	0.36	Gradient Boost (General Model)	11	0.917	9034	303.85591397849464	2307001	0.73	2325	311	27706	None	Terrestrial_3411
3300025817_6	98.52	3.22	Gradient Boost (General Model)	11	0.888	29309	304.3209206102922	3969293	0.69	3867	199	138898	None	Terrestrial_3411
3300025823_11	97.19	0.74	Gradient Boost (General Model)	11	0.893	26934	311.83942446043164	3633708	0.56	3475	190	129654	None	Terrestrial_3411
3300025864_18	90.51	1.18	Gradient Boost (General Model)	11	0.912	53394	324.48268206039074	2397144	0.5	2252	67	135219	None	Terrestrial_3411
3300025865_10	98.19	3.76	Gradient Boost (General Model)	11	0.845	15614	246.3980054397099	2887170	0.42	3309	240	71680	None	Terrestrial_3411
3300025865_13	90.39	1.89	Gradient Boost (General Model)	11	0.91	27912	312.98489932885906	2453032	0.5	2384	129	91354	None	Terrestrial_3411
3300025885_9	47.69	0.19	Gradient Boost (General Model)	11	0.886	4954	287.38396226415097	3087507	0.57	3180	618	18043	None	Terrestrial_3411
3300025888_25	97.36	2.09	Gradient Boost (General Model)	11	0.908	146522	322.26986624704955	2698530	0.5	2542	33	272054	None	Terrestrial_3411
3300025916_31	69.75	1.57	Neural Network (Specific Model)	11	0.832	7366	272.91230366492147	749041	0.48	764	114	21215	None	Terrestrial_3411
3300025918_11	59.15	2.44	Gradient Boost (General Model)	11	0.91	4995	286.377408477842	3910217	0.71	4152	791	23584	None	Terrestrial_3411
3300025921_70	85.87	0.03	Gradient Boost (General Model)	11	0.914	12530	254.98282097649187	923241	0.52	1106	100	27985	None	Terrestrial_3411
3300025928_18	88.23	0.17	Gradient Boost (General Model)	11	0.933	348187	300.350640113798	2705896	0.71	2812	12	775978	None	Terrestrial_3411
3300025956_1	91.49	2.02	Gradient Boost (General Model)	11	0.89	9131	306.1164787976382	3839197	0.61	3726	497	30745	None	Terrestrial_3411
3300025959_1	79.86	1.05	Gradient Boost (General Model)	11	0.913	84242	301.1548742138365	2509980	0.69	2544	46	254375	None	Terrestrial_3411
3300025968_5	70.9	0.1	Gradient Boost (General Model)	11	0.934	5518	280.460113960114	1262191	0.66	1404	243	15952	None	Terrestrial_3411
3300025975_1	74.56	0.92	Neural Network (Specific Model)	11	0.863	8671	255.34460641399417	1518384	0.48	1715	201	37795	None	Terrestrial_3411
3300026111_2	73.69	1.89	Gradient Boost (General Model)	11	0.877	5506	279.0224852071006	3222091	0.57	3380	598	26288	None	Terrestrial_3411
3300026126_7	72.72	2.43	Gradient Boost (General Model)	11	0.87	5844	281.42857142857144	1783254	0.48	1841	316	19776	None	Terrestrial_3411
3300026156_21	70.41	1.09	Neural Network (Specific Model)	11	0.883	6341	268.8398891966759	1646233	0.4	1805	284	20747	None	Terrestrial_3411
3300026173_16	55.37	0.01	Neural Network (Specific Model)	11	0.914	6365	284.4779713114754	1818869	0.57	1952	306	31596	None	Terrestrial_3411
3300026184_12	97.85	2.0	Gradient Boost (General Model)	11	0.898	32769	325.1739289637495	2962099	0.67	2731	141	119546	None	Terrestrial_3411
3300026196_20	72.61	0.5	Neural Network (Specific Model)	11	0.921	8803	270.7872687704026	1618422	0.59	1838	216	33134	None	Terrestrial_3411
3300026251_24	97.61	2.13	Gradient Boost (General Model)	11	0.888	39588	306.45565217391305	2377794	0.43	2300	127	159004	None	Terrestrial_3411
3300026251_7	67.47	2.28	Neural Network (Specific Model)	11	0.884	14370	352.2101749539595	5183450	0.58	4344	484	57515	None	Terrestrial_3411
3300026272_11	62.66	0.0	Neural Network (Specific Model)	11	0.894	40637	317.4965697484482	3256204	0.61	3061	114	167031	None	Terrestrial_3411
3300026628_3	92.54	0.79	Neural Network (Specific Model)	11	0.906	25973	274.0589928057554	1884441	0.44	2085	112	70744	None	Terrestrial_3411
3300026893_2	94.05	0.68	Gradient Boost (General Model)	11	0.894	10018	301.822982678496	2395208	0.47	2367	297	32278	None	Terrestrial_3411
3300026947_2	95.81	0.77	Gradient Boost (General Model)	11	0.897	103448	320.631667132086	3831430	0.59	3581	76	221197	None	Terrestrial_3411
3300026982_1	86.04	0.12	Neural Network (Specific Model)	11	0.882	108310	324.611269614836	3091906	0.59	2804	47	195003	None	Terrestrial_3411
3300026983_5	61.68	1.15	Gradient Boost (General Model)	11	0.913	5372	295.1059089441395	2999208	0.43	3097	558	20469	None	Terrestrial_3411
3300027019_6	87.02	2.38	Gradient Boost (General Model)	11	0.916	9828	293.76615168539325	2735040	0.72	2848	346	25505	None	Terrestrial_3411
3300027276_33	93.95	0.37	Gradient Boost (General Model)	11	0.897	128826	345.53115727002967	2333759	0.57	2022	27	327092	None	Terrestrial_3411
3300027276_34	96.76	1.23	Gradient Boost (General Model)	11	0.892	38159	319.13657770800626	2048207	0.63	1911	76	81625	None	Terrestrial_3411
3300027276_41	86.16	4.06	Gradient Boost (General Model)	11	0.907	59683	321.03377308707127	2008594	0.61	1895	54	152323	None	Terrestrial_3411
3300027276_5	99.9	0.19	Neural Network (Specific Model)	11	0.758	179688	293.1941340782123	3320353	0.41	2864	28	529430	None	Terrestrial_3411
3300027277_8	65.91	0.66	Neural Network (Specific Model)	11	0.92	5611	229.59838998211092	835441	0.34	1118	158	18348	None	Terrestrial_3411
3300027282_8	99.79	0.0	Neural Network (Specific Model)	11	0.899	175170	345.6354981298878	3387867	0.66	2941	33	480337	None	Terrestrial_3411
3300027283_10	99.99	0.09	Neural Network (Specific Model)	11	0.899	272422	318.35529627087624	4637231	0.66	4371	35	656205	None	Terrestrial_3411
3300027283_17	71.66	5.36	Gradient Boost (General Model)	11	0.844	7075	271.1271091113611	3420182	0.44	3556	541	27892	None	Terrestrial_3411
3300027283_3	97.98	1.67	Gradient Boost (General Model)	11	0.858	582228	337.4268125854993	6026960	0.55	5117	17	917957	None	Terrestrial_3411
3300027284_12	100.0	0.06	Gradient Boost (General Model)	11	0.9	84562	306.91764705882355	3732402	0.6	3655	69	163276	None	Terrestrial_3411
3300027284_16	99.77	0.0	Neural Network (Specific Model)	11	0.897	187567	345.2379182156134	3409876	0.66	2959	27	437920	None	Terrestrial_3411
3300027284_18	85.63	2.02	Gradient Boost (General Model)	11	0.912	17654	302.91140814423375	3201816	0.65	3217	245	63316	None	Terrestrial_3411
3300027284_29	99.9	1.89	Neural Network (Specific Model)	11	0.914	66142	309.125855513308	2662925	0.62	2630	70	139604	None	Terrestrial_3411
3300027284_33	95.92	0.14	Neural Network (Specific Model)	11	0.906	19550	324.8165938864629	2212952	0.43	2061	143	71758	None	Terrestrial_3411
3300027393_9	98.88	0.12	Neural Network (Specific Model)	11	0.86	1030931	290.0127450980392	1030931	0.41	1020	1	1030931	None	Terrestrial_3411
3300027497_4	87.04	5.03	Gradient Boost (General Model)	11	0.87	13344	291.1632564841499	6950323	0.7	6940	688	76074	None	Terrestrial_3411
3300027499_8	72.41	0.08	Gradient Boost (General Model)	11	0.929	7241	284.2650293255132	2499773	0.62	2728	386	22349	None	Terrestrial_3411
3300027518_3	71.97	0.04	Gradient Boost (General Model)	11	0.914	10564	339.7639751552795	2688255	0.46	2415	312	53214	None	Terrestrial_3411
3300027640_30	84.74	2.03	Gradient Boost (General Model)	11	0.908	163355	326.8334569732938	2906706	0.66	2696	28	337764	None	Terrestrial_3411
3300027653_29	85.21	5.12	Neural Network (Specific Model)	11	0.89	16968	320.67047075606274	2270377	0.51	2103	187	80491	None	Terrestrial_3411
3300027653_35	79.53	0.99	Gradient Boost (General Model)	11	0.921	7568	281.50237992211163	2113212	0.62	2311	311	29151	None	Terrestrial_3411
3300027653_52	73.03	2.69	Gradient Boost (General Model)	11	0.907	11575	281.88715953307394	1436562	0.32	1542	150	83847	None	Terrestrial_3411
3300027653_96	42.19	0.01	Gradient Boost (General Model)	11	0.898	1174909	382.52660152008684	1174909	0.57	921	1	1174909	None	Terrestrial_3411
3300027667_3	94.6	0.0	Gradient Boost (General Model)	11	0.896	16831	317.8081131571924	3981425	0.66	3747	353	104901	None	Terrestrial_3411
3300027696_13	92.84	3.47	Gradient Boost (General Model)	11	0.84	12447	256.12435400516796	2823770	0.63	3096	303	84704	None	Terrestrial_3411
3300027706_13	100.0	0.21	Gradient Boost (General Model)	11	0.912	676625	321.31153219233903	5178955	0.67	4908	14	1208902	None	Terrestrial_3411
3300027706_30	94.05	1.51	Gradient Boost (General Model)	11	0.895	22857	330.95181439619273	3723955	0.6	3362	257	70796	None	Terrestrial_3411
3300027706_33	95.49	0.1	Gradient Boost (General Model)	11	0.898	124063	299.1103214890017	2947082	0.61	2955	35	228849	None	Terrestrial_3411
3300027706_52	66.11	0.24	Gradient Boost (General Model)	11	0.952	17714	312.78586497890296	1863566	0.73	1896	129	46425	None	Terrestrial_3411
3300027710_9	53.24	0.0	Neural Network (Specific Model)	11	0.872	82676	323.2602808425276	2214882	0.62	1994	46	198947	None	Terrestrial_3411
3300027711_21	78.09	1.33	Neural Network (Specific Model)	11	0.936	12857	358.1936741767764	2645860	0.51	2308	280	51598	None	Terrestrial_3411
3300027711_45	57.54	0.03	Neural Network (Specific Model)	11	0.924	21499	325.88644918444163	1683757	0.59	1594	113	74769	None	Terrestrial_3411
3300027711_51	66.67	0.21	Gradient Boost (General Model)	11	0.906	6090	324.0911621433542	1539901	0.43	1437	269	22174	None	Terrestrial_3411
3300027773_29	90.19	2.17	Gradient Boost (General Model)	11	0.942	34943	311.40864492177144	3721914	0.6	3771	169	129335	None	Terrestrial_3411
3300027773_31	94.84	1.47	Gradient Boost (General Model)	11	0.937	232486	298.3492236447834	3491057	0.7	3671	22	894281	None	Terrestrial_3411
3300027773_34	98.15	2.79	Gradient Boost (General Model)	11	0.882	55320	293.2031896042528	3370563	0.45	3386	90	180041	None	Terrestrial_3411
3300027826_37	61.8	0.22	Gradient Boost (General Model)	11	0.902	5229	274.1384083044983	1313820	0.48	1445	257	12857	None	Terrestrial_3411
3300027854_18	84.68	1.43	Gradient Boost (General Model)	11	0.869	18950	296.0209322779244	5797061	0.69	5685	441	76961	None	Terrestrial_3411
3300027869_22	96.31	4.31	Gradient Boost (General Model)	11	0.936	117860	340.5924713584288	3324352	0.63	3055	60	229262	None	Terrestrial_3411
3300027884_7	88.37	3.33	Gradient Boost (General Model)	11	0.911	9647	289.95367266077415	3124358	0.67	3281	367	61312	None	Terrestrial_3411
3300027965_36	100.0	0.01	Gradient Boost (General Model)	11	0.939	304438	354.46347678369193	3993108	0.64	3532	22	664926	None	Terrestrial_3411
3300027965_44	95.54	1.97	Gradient Boost (General Model)	11	0.943	39424	312.00224863475745	3079969	0.65	3113	133	102717	None	Terrestrial_3411
3300027968_40	88.66	1.44	Gradient Boost (General Model)	11	0.894	66907	307.0215086337474	3390228	0.71	3301	95	223075	None	Terrestrial_3411
3300027968_45	97.35	2.95	Gradient Boost (General Model)	11	0.946	87167	319.87967479674796	3108696	0.65	3075	78	297895	None	Terrestrial_3411
3300027986_11	63.99	0.0	Neural Network (Specific Model)	11	0.862	6024	272.4443277310924	3603818	0.61	3808	643	17727	None	Terrestrial_3411
3300028007_3	84.4	3.39	Gradient Boost (General Model)	11	0.908	6844	315.4620651876198	3798702	0.71	3651	618	43804	None	Terrestrial_3411
3300028033_5	100.0	3.05	Neural Network (Specific Model)	11	0.873	56896	302.4615702479339	2510483	0.46	2420	73	261205	None	Terrestrial_3411
3300028034_4	98.8	0.18	Neural Network (Specific Model)	11	0.891	98565	282.2808988764045	1772702	0.43	1869	36	158697	None	Terrestrial_3411
3300029893_12	98.05	0.09	Gradient Boost (General Model)	11	0.899	103208	295.7000891265597	2208602	0.41	2244	44	186047	None	Terrestrial_3411
3300029893_31	83.16	0.61	Gradient Boost (General Model)	11	0.887	70045	228.49631449631448	626471	0.37	814	18	87687	None	Terrestrial_3411
2162886008_7	67.35	1.01	Neural Network (Specific Model)	11	0.857	13712	289.6291866028708	2961517	0.45	2926	278	52028	None	Terrestrial_3411
3300000367_21	59.85	3.19	Gradient Boost (General Model)	11	0.896	5878	292.7435661764706	2127857	0.63	2176	386	23163	None	Terrestrial_3411
3300003364_10	76.68	0.08	Neural Network (Specific Model)	11	0.907	46150	309.9622471910112	2277308	0.66	2225	84	161286	None	Terrestrial_3411
3300003369_16	76.28	1.4	Neural Network (Specific Model)	11	0.841	13191	239.99749373433585	1363483	0.48	1596	136	64285	None	Terrestrial_3411
3300005337_29	58.62	0.36	Neural Network (Specific Model)	11	0.913	6099	298.4314190792596	2062402	0.69	2107	357	18781	None	Terrestrial_3411
3300005337_43	75.39	0.07	Gradient Boost (General Model)	11	0.928	9488	265.93663594470047	744579	0.5	868	91	23228	None	Terrestrial_3411
3300005471_28	68.64	2.27	Gradient Boost (General Model)	11	0.932	6647	326.2574102964119	3360004	0.55	3205	547	20169	None	Terrestrial_3411
3300005518_57	57.41	0.2	Gradient Boost (General Model)	11	0.897	6146	211.2260748959778	507614	0.37	721	88	17345	None	Terrestrial_3411
3300005529_90	68.48	3.49	Gradient Boost (General Model)	11	0.888	6730	272.1941568047337	2480672	0.45	2704	400	44764	None	Terrestrial_3411
3300005615_21	57.07	0.35	Neural Network (Specific Model)	11	0.766	4836	222.16429495472187	1342021	0.29	1546	280	19729	None	Terrestrial_3411
3300006427_1	100.0	0.88	Neural Network (Specific Model)	11	0.896	83508	306.14885554039716	6749901	0.61	6597	132	292738	None	Terrestrial_3411
3300006879_43	78.68	0.43	Gradient Boost (General Model)	11	0.889	8216	293.4905008635579	1718293	0.45	1737	236	34221	None	Terrestrial_3411
3300006879_55	59.14	0.99	Neural Network (Specific Model)	11	0.928	7831	295.6080711354309	1393768	0.55	1462	195	36457	None	Terrestrial_3411
3300007354_14	90.89	0.08	Gradient Boost (General Model)	11	0.922	16627	350.26955816781515	2805503	0.66	2467	221	65452	None	Terrestrial_3411
3300009029_14	70.28	4.24	Neural Network (Specific Model)	11	0.87	7392	270.9867352463454	3440053	0.66	3694	506	36254	None	Terrestrial_3411
3300009095_83	98.83	2.17	Gradient Boost (General Model)	11	0.92	22453	324.74368932038834	2722833	0.42	2575	184	119627	None	Terrestrial_3411
3300009566_23	96.69	1.84	Neural Network (Specific Model)	11	0.854	27553	263.96055597295265	2459604	0.51	2662	156	77566	None	Terrestrial_3411
3300009566_6	97.31	0.6	Gradient Boost (General Model)	11	0.9	118317	372.74048069133136	4592935	0.42	3703	77	263031	None	Terrestrial_3411
3300010042_4	99.53	4.58	Neural Network (Specific Model)	11	0.908	46144	369.54142497537487	11137147	0.69	9137	400	145875	None	Terrestrial_3411
3300010048_19	63.64	1.35	Neural Network (Specific Model)	11	0.852	6596	250.02488687782807	2716340	0.56	3094	429	51022	None	Terrestrial_3411
3300010341_38	76.62	1.03	Gradient Boost (General Model)	11	0.927	11871	266.2265037593985	915026	0.54	1064	88	68034	None	Terrestrial_3411
3300010373_34	76.31	3.8	Neural Network (Specific Model)	11	0.909	7698	291.6438204731373	4345273	0.67	4523	613	128497	None	Terrestrial_3411
3300010396_41	91.87	3.56	Gradient Boost (General Model)	11	0.916	34057	318.1805943611887	4094235	0.72	3937	177	122815	None	Terrestrial_3411
3300010396_50	94.37	2.04	Gradient Boost (General Model)	11	0.906	246618	333.7658019729631	3015815	0.66	2737	27	450028	None	Terrestrial_3411
3300010396_58	81.15	1.22	Gradient Boost (General Model)	11	0.914	6738	288.18739467475564	2801908	0.37	2967	450	22446	None	Terrestrial_3411
3300010396_98	40.37	0.18	Neural Network (Specific Model)	11	0.751	4477	219.35831180017226	1013323	0.37	1161	219	13219	None	Terrestrial_3411
3300011246_3	86.31	4.47	Neural Network (Specific Model)	11	0.948	13660	302.45437382001256	1516816	0.51	1589	150	69508	None	Terrestrial_3411
3300011918_5	73.98	0.22	Neural Network (Specific Model)	11	0.96	1347549	323.9	1615279	0.54	1600	3	1347549	None	Terrestrial_3411
3300011987_2	99.98	0.48	Neural Network (Specific Model)	11	0.861	83575	308.44998865956	4729355	0.42	4409	99	215290	None	Terrestrial_3411
3300012003_8	83.0	0.72	Neural Network (Specific Model)	11	0.86	37241	299.54933954933955	4025642	0.42	3861	192	187736	None	Terrestrial_3411
3300012005_32	80.1	1.97	Neural Network (Specific Model)	11	0.891	63034	282.4339622641509	905691	0.52	954	19	242966	None	Terrestrial_3411
3300012008_11	75.46	2.77	Gradient Boost (General Model)	11	0.865	10072	265.3945631067961	2358118	0.6	2575	285	55456	None	Terrestrial_3411
3300012014_14	66.73	0.28	Neural Network (Specific Model)	11	0.925	8790	275.6849137931035	2068720	0.71	2320	263	43018	None	Terrestrial_3411
3300012014_15	84.82	0.5	Gradient Boost (General Model)	11	0.921	10131	277.0299340436327	1773104	0.67	1971	205	32409	None	Terrestrial_3411
3300012791_2	78.4	0.01	Neural Network (Specific Model)	11	0.905	365803	346.2938125231567	3092935	0.73	2699	21	499610	None	Terrestrial_3411
3300012799_7	64.99	0.06	Neural Network (Specific Model)	11	0.907	795163	332.69792046698285	3011359	0.39	2741	8	846951	None	Terrestrial_3411
3300012804_2	100.0	0.55	Neural Network (Specific Model)	11	0.891	422653	350.44026249758736	6107219	0.4	5181	26	989991	None	Terrestrial_3411
3300012811_3	86.25	2.33	Neural Network (Specific Model)	11	0.891	21052	311.2719170984456	5048272	0.69	4825	330	158499	None	Terrestrial_3411
3300012811_5	99.96	0.02	Neural Network (Specific Model)	11	0.906	48364	340.49856156501727	3914219	0.36	3476	123	165804	None	Terrestrial_3411
3300012816_8	100.0	0.12	Neural Network (Specific Model)	11	0.873	316322	336.73333333333335	4350476	0.7	3765	33	455654	None	Terrestrial_3411
3300012816_9	99.99	0.03	Neural Network (Specific Model)	11	0.909	433895	347.0607420706164	3823600	0.73	3342	18	764863	None	Terrestrial_3411
3300012822_7	71.02	0.5	Gradient Boost (General Model)	11	0.918	6393	278.30820695807313	2035202	0.58	2242	337	23856	None	Terrestrial_3411
3300012826_2	90.36	1.14	Neural Network (Specific Model)	11	0.91	160971	330.2700679087585	6247403	0.68	5743	68	372096	None	Terrestrial_3411
3300012826_4	95.77	1.57	Neural Network (Specific Model)	11	0.896	26213	309.9201877934272	5296866	0.63	5112	327	109886	None	Terrestrial_3411
3300012838_6	94.14	0.81	Neural Network (Specific Model)	11	0.891	65316	327.34608780966397	4486047	0.68	4077	113	298820	None	Terrestrial_3411
3300012840_12	69.15	0.04	Neural Network (Specific Model)	11	0.905	109091	327.97481343283584	2327913	0.35	2144	34	470373	None	Terrestrial_3411
3300012842_7	99.99	0.74	Neural Network (Specific Model)	11	0.873	165028	335.3145267598207	4363513	0.7	3793	46	414651	None	Terrestrial_3411
3300012851_4	86.44	0.67	Neural Network (Specific Model)	11	0.884	189074	349.1541188738269	5672465	0.41	4795	72	581507	None	Terrestrial_3411
3300012851_5	92.89	0.18	Neural Network (Specific Model)	11	0.889	16393	323.38589685075306	4779650	0.33	4382	380	59902	None	Terrestrial_3411
3300012853_5	100.0	0.28	Neural Network (Specific Model)	11	0.898	55959	315.6608921611087	4863245	0.56	4618	131	240984	None	Terrestrial_3411
3300012859_13	99.99	0.02	Neural Network (Specific Model)	11	0.908	219153	318.7429201912468	2860744	0.67	2719	21	429802	None	Terrestrial_3411
3300012862_17	70.06	0.01	Neural Network (Specific Model)	11	0.931	11049	311.0987261146497	2199883	0.71	2198	254	39715	None	Terrestrial_3411
3300012865_12	99.96	3.9	Neural Network (Specific Model)	11	0.886	19101	311.31827280526164	3679427	0.69	3497	260	107836	None	Terrestrial_3411
3300012878_7	71.67	1.3	Neural Network (Specific Model)	11	0.893	10793	294.09504132231405	3342931	0.5	3388	382	58541	None	Terrestrial_3411
3300012879_8	99.95	2.05	Neural Network (Specific Model)	11	0.89	83524	306.2647058823529	4238483	0.6	4114	79	269282	None	Terrestrial_3411
3300012921_28	95.02	0.75	Gradient Boost (General Model)	11	0.92	311227	323.20652173913044	3775024	0.63	3588	25	834508	None	Terrestrial_3411
3300012921_31	74.02	0.29	Gradient Boost (General Model)	11	0.903	736211	342.81578139392076	3703577	0.45	3257	8	1265422	None	Terrestrial_3411
3300012940_27	98.12	2.36	Gradient Boost (General Model)	11	0.927	29033	353.3918322295806	5170854	0.48	4530	270	123278	None	Terrestrial_3411
3300012940_61	82.41	0.2	Neural Network (Specific Model)	11	0.889	17007	315.89144851657943	3049490	0.72	2865	258	73731	None	Terrestrial_3411
3300012940_69	58.04	0.09	Neural Network (Specific Model)	11	0.939	13126	343.61648745519716	2447518	0.5	2232	245	61819	None	Terrestrial_3411
3300012942_26	63.15	0.92	Neural Network (Specific Model)	11	0.93	7718	318.0536561018218	4105626	0.7	4007	603	39281	None	Terrestrial_3411
3300012943_19	99.26	0.91	Gradient Boost (General Model)	11	0.846	91956	355.11867007672635	4919044	0.62	3910	80	252138	None	Terrestrial_3411
3300012985_8	100.0	4.0	Neural Network (Specific Model)	11	0.835	15321	260.6028566128733	5041632	0.38	5391	480	99027	None	Terrestrial_3411
3300013017_1	97.87	0.86	Neural Network (Specific Model)	11	0.864	29206	362.8375398897592	4338404	0.43	3447	224	84487	None	Terrestrial_3411
3300013290_5	99.37	1.1	Neural Network (Specific Model)	11	0.879	64557	286.6418722786647	2690807	0.52	2756	67	169046	None	Terrestrial_3411
3300013294_8	87.38	0.39	Gradient Boost (General Model)	11	0.905	9701	285.1954166666667	2262930	0.56	2400	273	49046	None	Terrestrial_3411
3300013766_7	50.32	0.18	Neural Network (Specific Model)	11	0.868	30867	291.8432657926102	1689309	0.45	1678	84	83991	None	Terrestrial_3411
3300014491_14	94.61	2.94	Gradient Boost (General Model)	11	0.874	31209	249.29719338715879	2219941	0.6	2601	126	88777	None	Terrestrial_3411
3300014492_11	97.53	3.05	Gradient Boost (General Model)	11	0.851	14798	296.80178094390027	5863154	0.43	5615	539	54243	None	Terrestrial_3411
3300014492_17	68.02	0.98	Gradient Boost (General Model)	11	0.895	17766	289.4427207637232	1623390	0.66	1676	151	47314	None	Terrestrial_3411
3300014492_18	83.43	2.03	Gradient Boost (General Model)	11	0.892	10660	242.5899071925754	1401279	0.4	1724	167	54101	None	Terrestrial_3411
3300014496_19	69.92	0.8	Gradient Boost (General Model)	11	0.887	7602	273.3356993736952	2209697	0.48	2395	327	28073	None	Terrestrial_3411
3300014502_46	64.68	1.3	Gradient Boost (General Model)	11	0.898	9215	281.06299659477867	1650931	0.49	1762	215	40750	None	Terrestrial_3411
3300014838_30	69.31	2.3	Gradient Boost (General Model)	11	0.875	12063	305.4441900400687	1824710	0.48	1747	194	52677	None	Terrestrial_3411
3300015024_18	99.99	2.43	Neural Network (Specific Model)	11	0.885	17513	297.3415501905972	3955397	0.59	3935	300	61978	None	Terrestrial_3411
3300015024_32	83.0	4.65	Gradient Boost (General Model)	11	0.916	11018	325.4710743801653	2318690	0.59	2178	259	34388	None	Terrestrial_3411
3300015061_1	92.49	0.88	Gradient Boost (General Model)	11	0.9	122361	329.15175933387053	4076592	0.58	3723	70	306166	None	Terrestrial_3411
3300015076_1	85.72	0.27	Neural Network (Specific Model)	11	0.886	80317	305.3409634437991	3020489	0.67	2927	67	176875	None	Terrestrial_3411
3300015164_3	91.75	0.71	Gradient Boost (General Model)	11	0.887	62829	329.7463697967086	4601274	0.55	4132	136	170160	None	Terrestrial_3411
3300015194_12	67.39	1.27	Neural Network (Specific Model)	11	0.947	8399	283.29260651629073	1426847	0.54	1596	203	28891	None	Terrestrial_3411
3300015196_4	99.95	0.46	Neural Network (Specific Model)	11	0.853	26283	272.12570394207563	4748229	0.49	4972	281	108503	None	Terrestrial_3411
3300015196_5	100.0	3.57	Gradient Boost (General Model)	11	0.924	16030	331.6096551724138	4673658	0.69	4350	399	66543	None	Terrestrial_3411
3300015198_18	75.85	0.52	Gradient Boost (General Model)	11	0.928	6932	288.11787315823193	2900910	0.68	3122	456	37056	None	Terrestrial_3411
3300015202_22	90.05	1.35	Gradient Boost (General Model)	11	0.89	13074	287.0383322125084	2872482	0.64	2974	286	61188	None	Terrestrial_3411
3300015202_3	92.49	4.15	Gradient Boost (General Model)	11	0.904	23438	328.09151589671524	6182076	0.55	5693	376	170018	None	Terrestrial_3411
3300015204_10	98.11	0.22	Neural Network (Specific Model)	11	0.868	15291	289.07412124299543	3917809	0.41	3926	352	70318	None	Terrestrial_3411
3300015204_7	92.58	1.27	Gradient Boost (General Model)	11	0.924	13798	328.11755233494364	4625132	0.68	4347	433	82912	None	Terrestrial_3411
3300015206_10	85.97	0.72	Neural Network (Specific Model)	11	0.891	11229	297.01544033549374	5235652	0.41	5246	585	41129	None	Terrestrial_3411
3300017426_12	86.05	0.15	Neural Network (Specific Model)	11	0.875	397893	326.1401407111618	5865844	0.57	5259	20	557529	None	Terrestrial_3411
3300017448_29	71.46	0.43	Gradient Boost (General Model)	11	0.876	169012	316.8947758429048	2923339	0.57	2699	30	486718	None	Terrestrial_3411
3300017540_10	98.55	0.38	Gradient Boost (General Model)	11	0.893	92631	337.92926045016077	3526262	0.53	3110	53	445695	None	Terrestrial_3411
3300017560_12	76.97	2.09	Gradient Boost (General Model)	11	0.852	9604	294.3002638522427	3917210	0.59	3790	476	32374	None	Terrestrial_3411
3300017565_7	96.42	2.7	Gradient Boost (General Model)	11	0.829	27338	351.01142857142855	7543870	0.6	5950	388	189605	None	Terrestrial_3411
3300017565_8	95.19	1.11	Neural Network (Specific Model)	11	0.901	22262	341.5036199095023	7529093	0.7	6630	480	76621	None	Terrestrial_3411
3300017646_12	98.41	0.01	Gradient Boost (General Model)	11	0.916	249654	354.5780327868853	3539191	0.52	3050	27	511152	None	Terrestrial_3411
